Squad,Comp,Player,Nation,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,GA,GA90,SoTA,Saves,Save_percent,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,PrgP,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Mins_Per_90_Playing,Gls,G+A,G_minus_PK,PK,PKatt,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url,Name,Birth,Position,Value
Brentford,Premier League,David Raya,ESP,0.684210526,52.5,38,0,0,0,0,0,0,0.052631579,0,0.052631579,0.026315789,0,0.026315789,0.026315789,0.026315789,0.263157895,0.052631579,0.315789474,0.32,0.236842105,0.078947368,0,0,0,0,0.052631579,0.05,0.026315789,0.026315789,0,0,0,0,1.210526316,1.21,5.184210526,4.052631579,77.7,0.368421053,0.236842105,0.315789474,31.6,0.052631579,0.052631579,0,0,0,1.210526316,0.052631579,0,0.236842105,0.078947368,1.263157895,0.24,5,0.13,9.131578947,23.21052632,39.3,35.97368421,4.210526316,50.7,1.039473684,7.078947368,70.3,1.363157895,15.73684211,1.368421053,8.7,54,1.42,15.8,0.026315789,0,0,0,0.157894737,0,0,0,0,0,0.026315789,1.236842105,0.315789474,0.052631579,85.7,27.73684211,43.15789474,64.3,920.0263158,709.3157895,3.447368421,3.552631579,97,12.18421053,12.44736842,97.9,12.07894737,27,44.7,0,0.002631579,0.005263158,-0.002631579,0.052631579,1.973684211,0.078947368,0,0.342105263,43.15789474,31.07894737,11.97368421,4.868421053,0,0.5,0,0.026315789,0,0,0,0,27.73684211,0.105263158,0.026315789,45.31578947,33.07894737,42.52631579,2.842105263,0.026315789,0.026315789,45.31578947,0.026315789,0.026315789,100,0,0,27.10526316,155.0263158,99.86842105,0,0,0,0,0,21.26315789,0,0,0.026315789,0,0,0.03,0,0,0,0.239473684,0,0,0,0.002631579,0.002631579,0.11,-0.002631579,-0.002631579,38,0,0,0,0,0,0.002631579,0.007894737,0,0.342105263,0,0,0,0,0,0,0,0,0.01,0,0.01,https://fbref.com/en/players/98ea5115/David-Raya,David Raya,9/15/1995,Goalkeeper,30000000
Chelsea,Premier League,Kepa Arrizabalaga,ESP,0.947368421,69.96491228,28.5,0.070175439,0.070175439,0.070175439,0,0,0.070175439,0.105263158,66.7,0.035087719,0,0,0,0.035087719,0.105263158,0.561403509,0.070175439,0.035087719,0.04,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157894737,1.16,4.210526316,3.157894737,73.3,0.315789474,0.421052632,0.315789474,31,0.035087719,0.035087719,0,0,0,1.157894737,0.035087719,0.035087719,0.140350877,0.105263158,1.228070175,0.29,5,0.18,2.385964912,7.473684211,31.9,30.31578947,5.298245614,17.1,0.922807018,6.385964912,35.7,1.105263158,11.64912281,0.526315789,4.5,52,1.82,16.9,0.035087719,0,0,0,0.280701754,0,0,0.070175439,0,0,0,1.473684211,0.385964912,0.035087719,91.7,30.56140351,36.70175439,83.3,677.1578947,401.6842105,10.07017544,10.14035088,99.3,13.68421053,13.85964912,98.7,6.666666667,12.52631579,53.2,0,0,0,0,0,0.210526316,0,0,0,36.70175439,28.24561404,8.456140351,2.070175439,0,0.105263158,0,0,0,0,0,0,30.56140351,0,0.035087719,39.26315789,31.29824561,38.70175439,0.561403509,0,0,39.26315789,0.035087719,0.035087719,100,0,0,22.94736842,101.6842105,59.05263158,0,0,0,0.035087719,0,21.19298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,Kepa Arrizabalaga,10/3/1994,Goalkeeper,18000000
Nantes,Ligue 1,Alban Lafont,FRA,0.621808351,54.04325623,37,0,0,0,0,0,0,0.027035146,0,0.027035146,0,0,0,0,0,0.540702914,0.108140583,0.18924602,0.19,0.162210874,0.027035146,0,0,0,0,0,0,0,0,0,0,0,0,1.459897867,1.46,4.839291078,3.487533794,74.9,0.37849204,0.432562331,0.297386603,29.7,0.243316311,0.243316311,0,0,0,1.459897867,0.243316311,0.027035146,0.162210874,0.108140583,1.481525984,0.26,4.8,0.13,5.109642535,13.95013518,36.6,25.46710724,5.461099429,37.2,0.959747672,6.677680985,67.2,1.332832682,13.32832682,1.135476119,8.5,39,1.05,12.3,0.054070291,0.027035146,0.027035146,0.027035146,0.081105437,0,0,0,0,0.027035146,0,1.243616702,0.18924602,0.027035146,87.5,22.57434665,32.19885852,70.1,687.152298,521.1565035,3.190147191,3.217182337,99.2,10.43556624,10.67888255,97.7,8.894562932,18.1676179,49,0,0.002703515,0.002703515,-0.002703515,0.027035146,0.432562331,0.027035146,0,0.027035146,32.19885852,22.70952238,9.435265846,2.75758486,0,0.243316311,0,0,0,0,0,0,22.57434665,0.054070291,0.054070291,35.47011114,30.06308201,35.38900571,0.108140583,0,0,35.47011114,0.081105437,0.027035146,33.3,0.054070291,66.7,23.35836588,122.4151397,67.47972364,0.027035146,0,0,0.054070291,0,14.78822469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0.002703515,0.002703515,0.027035146,0.027035146,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4e7db402/Alban-Lafont,Alban Lafont,1/23/1999,Goalkeeper,20000000
Valladolid,La Liga,Jordi Masip,ESP,1.184682888,71.40406861,27.9,0,0,0,0,0,0,0.071798963,0,0.071798963,0,0,0,0.035899481,0.035899481,0.107698444,0.071798963,0.143597926,0.14,0.071798963,0.071798963,0,0,0,0,0.035899481,0.04,0,0.035899481,0,0,0,0,1.507778221,1.51,5.205424811,3.625847627,74.5,0.179497407,0.50259274,0.287195852,28.6,0.323095333,0.179497407,0.107698444,0.035899481,37.5,1.507778221,0.179497407,0,0,0.035899481,1.64419625,0.27,4.8,0.17,4.774631033,13.96489828,34.2,25.91942561,4.343837256,36.8,1.288791384,8.579976067,51.5,1.504188273,14.21619465,0.538492222,3.8,14,0.5,12.7,0.143597926,0,0,0,0.179497407,0,0,0,0,0,0,1.112883925,0.215396889,0.071798963,75,24.37574791,34.57120064,70.5,706.6094934,523.1631432,3.338651775,3.338651775,100,12.3853211,12.49301955,99.1,8.364579178,18.34463502,45.6,0,0,0,0,0,0.538492222,0,0,0,34.57120064,23.15516554,11.34423614,2.764260072,0,0.035899481,0,0,0,0,0,0,24.37574791,0.071798963,0.035899481,36.79696849,33.99680893,36.79696849,0,0,0,36.79696849,0,0,0,0,0,19.3498205,100.1954527,64.08057439,0,0,0,0,0,15.32907858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8fae77ea/Jordi-Masip,Jordi Masip,1/3/1989,Goalkeeper,1000000
Lyon,Ligue 1,Anthony Lopes,POR,0.990767045,63.60085227,31.3,0.031960227,0,0.031960227,0,0,0.031960227,0.127840909,25,0.095880682,0,0,0,0.095880682,0.127840909,0.319602273,0,0.031960227,0.03,0.031960227,0,0,0,0,0,0.031960227,0.03,0.031960227,0,0,0,0,0,1.246448864,1.25,4.186789773,3.004261364,75.6,0.127840909,0.383522727,0.223721591,21.9,0.223721591,0.223721591,0,0,0,1.246448864,0.223721591,0.063920455,0.159801136,0.063920455,1.323153409,0.27,4.4,0.14,3.643465909,10.13139205,36,26.78267045,4.282670455,31.3,1.01953125,5.848721591,30.1,1.016335227,11.44176136,0.607244318,5.3,25,0.8,13.9,0.063920455,0.031960227,0,0.063920455,0.191761364,0,0,0,0,0.063920455,0,0.990767045,0.095880682,0,100,25.3125,32.79119318,77.2,650.9659091,459.3963068,5.529119318,5.529119318,100,12.52840909,12.65625,99,7.127130682,14.28622159,49.9,0,0,0,0,0,0.287642045,0,0,0,32.79119318,23.68252841,8.948863636,3.100142045,0,0.031960227,0,0,0,0,0,0,25.3125,0.159801136,0,35.09232955,29.49928977,34.90056818,0.223721591,0,0,35.09232955,0.063920455,0,0,0.063920455,100,24.41761364,128.5120739,81.75426136,0,0,0,0.031960227,0,16.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f00de885/Anthony-Lopes,Anthony Lopes,10/1/1990,Goalkeeper,9000000
Paris S-G,Ligue 1,Gianluigi Donnarumma,ITA,0.607216192,52.77500733,37.9,0.026400704,0,0.026400704,0,0,0.026400704,0.052801408,50,0.026400704,0,0,0,0,0.026400704,0.316808448,0.105602816,0.026400704,0.03,0.026400704,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056028161,1.06,4.224112643,3.168084482,76.3,0.105602816,0.184804928,0.343209152,34.2,0.13200352,0.052801408,0.026400704,0.052801408,33.3,1.056028161,0.052801408,0.026400704,0.079202112,0.026400704,1.143150484,0.26,4.3,0.11,1.425638017,3.907304195,36.5,19.21971253,4.408917571,15,0.630976826,5.464945732,18.8,0.636256967,11.51070695,0.871223233,7.6,27,0.71,12.1,0.079202112,0,0,0.026400704,0.105602816,0,0,0,0,0.026400704,0,1.161630977,0.184804928,0.026400704,87.5,21.41097096,24.68465826,86.7,435.5588149,283.1475506,6.837782341,6.864183045,99.6,10.90349076,11.08829569,98.3,3.326488706,6.362569669,52.3,0,0,0,0,0,0.052801408,0,0,0,24.68465826,17.97887944,6.705778821,1.240833089,0,0.026400704,0,0,0,0,0,0,21.41097096,0,0.026400704,26.9551188,23.99823995,26.82311528,0.158404224,0,0,26.9551188,0.026400704,0.026400704,100,0,0,18.34848929,81.20856556,50.02933412,0,0,0,0,0,11.8011147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma,Gianluigi Donnarumma,2/25/1999,Goalkeeper,50000000
Juventus,Serie A,Mattia Perin,ITA,2.753164557,189.1139241,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664556962,0.66,3.797468354,3.037974684,85,0.284810127,0.189873418,0.569620253,60,0.189873418,0.094936709,0.094936709,0,50,0.664556962,0.094936709,0,0.094936709,0,1.063291139,0.23,4.2,0.39,3.037974684,10.15822785,29.9,27.24683544,5.126582278,28.6,2.924050633,5.981012658,39.7,3.408227848,14.62025316,0.379746835,2.6,11,1.04,15.7,0,0,0,0,0.094936709,0,0,0,0,0,0,1.708860759,0.189873418,0,100,25.15822785,33.32278481,75.5,598.5759494,391.1392405,6.075949367,6.170886076,98.5,14.05063291,14.05063291,100,5.03164557,13.00632911,38.7,0,0,0,0,0,0.569620253,0,0,0.094936709,33.32278481,25.34810127,7.879746835,1.898734177,0,0.094936709,0,0,0,0,0,0,25.15822785,0.094936709,0,34.36708861,31.23417722,34.08227848,0.284810127,0,0,34.36708861,0,0,0,0,0,21.83544304,109.3670886,76.0443038,0,0,0,0,0,17.56329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0.094936709,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4c62d0c8/Mattia-Perin,Mattia Perin,11/10/1992,Goalkeeper,4000000
Bayern Munich,Bundesliga,Manuel Neuer,GER,3,165.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.083333333,0.166666667,0.17,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0.92,3.666666667,2.75,79.5,0.333333333,0.083333333,0.333333333,33.3,0.166666667,0.166666667,0,0,0,0.916666667,0.166666667,0,0,0,1.225,0.29,3.7,0.31,3.25,6.583333333,49.4,36.25,6.75,16.6,2.233333333,5.75,10.1,1.983333333,8.583333333,0.333333333,3.9,23,1.92,19.5,0,0,0,0,0.083333333,0,0,0,0,0,0,1.75,0.25,0,100,37.41666667,42,89.1,880.9166667,606.6666667,8,8,100,19.5,19.83333333,98.3,9.833333333,14.08333333,69.8,0,0,0,0,0,0.083333333,0,0,0.083333333,42,34.58333333,7.416666667,1.583333333,0,0,0,0.083333333,0,0,0,0,37.41666667,0,0,44,36.33333333,43.25,0.666666667,0.166666667,0.166666667,44,0,0,0,0,0,28.16666667,127.8333333,75.83333333,0,0,0,0.083333333,0,26.5,0,0,0.166666667,0.083333333,50,0.17,0.08,0,0,0.75,0,0,0,0.016666667,0.016666667,0.11,-0.016666667,-0.016666667,12,0,0,0,0,0,0,0.016666667,0,0.083333333,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,https://fbref.com/en/players/8778c910/Manuel-Neuer,Manuel Neuer,3/27/1986,Goalkeeper,7000000
M'Gladbach,Bundesliga,Yann Sommer,SUI,3.3,198.8,10,0.1,0,0.1,0,0,0.1,0.1,100,0,0,0,0,0,0.1,0.8,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,6,4.7,80,0.4,0.2,0.3,30,0.2,0.2,0,0,0,1.4,0.2,0.1,0,0.1,1.67,0.25,3.7,0.37,4.8,14.1,34,51.7,5.2,23,2.82,9,24.4,2.86,16.2,0.5,3.1,13,1.3,14.6,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.1,0,49.9,60.9,81.9,1144.8,743.2,12.4,12.5,99.2,28,28.5,98.2,9.4,19.6,48,0,0,0,0,0,0.5,0,0,0,60.9,48.3,12.4,3.4,0,0.2,0,0,0,0,0,0,49.9,0.2,0,63.8,44.4,63.6,0.2,0,0,63.8,0,0,0,0,0,42,180.3,98.1,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/420c18a1/Yann-Sommer,Yann Sommer,12/17/1988,Goalkeeper,5000000
Salernitana,Serie A,Luigi Sepe,ITA,1.823529412,117.1176471,17,0,0,0,0,0,0,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0.06,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588235294,1.59,5.117647059,3.352941176,73.6,0.294117647,0.470588235,0.176470588,17.6,0.411764706,0.235294118,0.176470588,0,42.9,1.588235294,0.235294118,0,0,0,1.782352941,0.27,3.3,0.2,4.470588235,16.11764706,27.7,28.82352941,4.941176471,40.6,2.111764706,9.058823529,48.7,2.417647059,13.05882353,0.941176471,7.2,13,0.76,14.2,0.176470588,0,0,0.058823529,0.117647059,0,0,0,0,0.058823529,0,1.588235294,0.235294118,0,100,25.94117647,38.11764706,68.1,705,530.4117647,4.647058824,4.647058824,100,12.70588235,12.76470588,99.5,8.411764706,20.29411765,41.4,0,0,0,0,0,0.470588235,0,0,0,38.11764706,25.58823529,12.29411765,3.235294118,0,0.058823529,0,0,0,0,0,0,25.94117647,0.235294118,0,40.70588235,35.58823529,40.70588235,0,0,0,40.70588235,0,0,0,0,0,20.35294118,100.5294118,74.11764706,0,0,0,0.058823529,0,16.05882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/343f753a/Luigi-Sepe,Luigi Sepe,5/8/1991,Goalkeeper,1000000
Manchester City,Premier League,Stefan Ortega,GER,9.666666667,664,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.33,5,4.666666667,93.3,0.333333333,0,0.666666667,66.7,0,0,0,0,0,0.333333333,0,0,0,0,1.366666667,0.27,3.1,1.02,3.666666667,8,45.8,51.66666667,5.333333333,14.8,7.966666667,4,8.3,6.766666667,8.666666667,0.333333333,3.8,7,2.33,21.1,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0.333333333,0,100,48.33333333,55.66666667,86.8,1002.666667,631.6666667,19,19.33333333,98.3,20.33333333,20.66666667,98.4,9,15.33333333,58.7,0,0,0,0,0,0.333333333,0,0,0,55.66666667,50.66666667,5,1,0,0,0,0,0,0,0,0,48.33333333,0,0.333333333,58,44,57.66666667,0.333333333,0,0,58,0,0,0,0,0,38.66666667,130.6666667,81.66666667,0,0,0,0,0,39.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c1242d4e/Stefan-Ortega,Stefan Ortega,11/6/1992,Goalkeeper,9000000
Everton,Premier League,Jordan Pickford,ENG,0.756756757,53.89189189,37,0,0,0,0,0,0,0.027027027,0,0.027027027,0,0,0,0.108108108,0.108108108,0.405405405,0.081081081,0.27027027,0.27,0.108108108,0.162162162,0,0,0,0,0.027027027,0.03,0.027027027,0,0,0,0,0,1.540540541,1.54,4.891891892,3.324324324,71.3,0.324324324,0.486486486,0.216216216,21.6,0.162162162,0.135135135,0.027027027,0,16.7,1.540540541,0.135135135,0.054054054,0.108108108,0,1.621621622,0.31,3,0.08,7.297297297,21.64864865,33.7,26.81081081,4.081081081,58.1,1.162162162,8.513513514,71.4,1.424324324,15.2972973,0.594594595,3.9,52,1.41,16.2,0.162162162,0,0,0.027027027,0.135135135,0,0,0,0,0.027027027,0,0.972972973,0.216216216,0.081081081,72.7,20.24324324,35.45945946,57.1,678.7567568,529.8108108,4.27027027,4.297297297,99.4,6.540540541,6.675675676,98,9.243243243,24.10810811,38.3,0.027027027,0.002702703,0.010810811,0.024324324,0.054054054,1.540540541,0.027027027,0,0.054054054,35.45945946,22.24324324,13.08108108,4.567567568,0.027027027,0.189189189,0,0,0,0,0,0,20.24324324,0.135135135,0.027027027,38.18918919,27.83783784,36.72972973,1.540540541,0,0,38.18918919,0,0,0,0,0,19.78378378,130,87.05405405,0,0,0,0.027027027,0.027027027,14.81081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.027027027,0,0,0,0.002702703,0.002702703,0,0.054054054,0,0,0.03,0.03,0,0.03,0,0,0,0,0,https://fbref.com/en/players/4806ec67/Jordan-Pickford,Jordan Pickford,3/7/1994,Goalkeeper,22000000
Empoli,Serie A,Guglielmo Vicario,ITA,0.808480057,64.54904779,30.9,0.032339202,0.032339202,0.032339202,0,0,0.032339202,0.064678405,50,0.032339202,0,0,0,0,0.032339202,0.485088034,0.064678405,0.194035214,0.19,0.194035214,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26122889,1.26,4.333453108,3.072224218,73.9,0.388070428,0.323392023,0.226374416,22.6,0.194035214,0.129356809,0.032339202,0.032339202,20,1.26122889,0.129356809,0,0.258713618,0.032339202,1.322673374,0.27,2.9,0.09,4.462809917,14.71433705,30.3,35.76715774,4.883219547,33.5,1.093065038,5.497664391,50,1.387351779,19.59755659,1.099532878,5.6,22,0.71,11.5,0.097017607,0,0,0,0.258713618,0,0,0.032339202,0,0,0,0.937836867,0.291052821,0.064678405,81.8,29.84908372,41.29716134,72.3,801.3977722,547.5997125,5.465325189,5.497664391,99.4,15.4904779,15.74919152,98.4,8.86094143,19.98562702,44.3,0,0,0,0,0,0.614444844,0,0,0,41.29716134,32.3068631,8.957959037,3.460294646,0,0,0,0,0,0,0,0,29.84908372,0.032339202,0,44.14301114,36.21990658,44.07833273,0.064678405,0,0,44.14301114,0,0,0,0,0,26.51814589,130.1976285,81.72116421,0,0,0,0,0,23.80165289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,Guglielmo Vicario,10/7/1996,Goalkeeper,16000000
Brest,Ligue 1,Marco Bizot,NED,0.837837838,53.81081081,37,0,0,0,0,0,0,0.027027027,0,0.027027027,0.027027027,0,0.027027027,0,0,0.648648649,0.108108108,0.135135135,0.14,0.108108108,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,1.459459459,1.46,4.756756757,3.297297297,73.3,0.27027027,0.432432432,0.216216216,21.6,0.243243243,0.189189189,0.054054054,0,22.2,1.459459459,0.189189189,0.027027027,0.297297297,0.054054054,1.483783784,0.26,2.9,0.08,5.351351351,12.89189189,41.5,21.78378378,4.405405405,38.2,0.959459459,7.810810811,58.5,1.186486486,14.05405405,0.810810811,5.8,25,0.68,11.6,0.108108108,0,0,0,0.108108108,0,0,0,0,0,0,0.783783784,0.135135135,0.027027027,83.3,21.59459459,29.62162162,72.9,666.2432432,481.7297297,2.351351351,2.351351351,100,10.94594595,11.10810811,98.5,8.243243243,16.08108108,51.3,0,0,0.002702703,0,0,0.378378378,0.027027027,0,0,29.62162162,19.37837838,10.21621622,2.405405405,0,0.027027027,0,0,0,0,0,0,21.59459459,0.027027027,0,32.43243243,28.64864865,32.40540541,0.027027027,0,0,32.43243243,0,0,0,0,0,20.24324324,108.7027027,54.78378378,0,0,0,0,0,12.75675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3d214e5f/Marco-Bizot,Marco Bizot,3/10/1991,Goalkeeper,4000000
Villarreal,La Liga,Pepe Reina,ESP,1.772727273,90.09090909,22,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0,0,0.045454545,0.045454545,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227272727,1.23,3.954545455,2.772727273,73.6,0.136363636,0.272727273,0.227272727,22.7,0.181818182,0.181818182,0,0,0,1.227272727,0.181818182,0,0.136363636,0.045454545,1.313636364,0.29,2.9,0.13,2.909090909,9.409090909,30.9,33.45454545,5.090909091,22.1,1.309090909,5.363636364,37.3,1.622727273,14.31818182,0.681818182,4.8,20,0.91,14.6,0.090909091,0,0,0,0.045454545,0,0,0,0,0,0,1.045454545,0.136363636,0,100,31.13636364,38.86363636,80.1,734.5,499.9545455,6.454545455,6.590909091,97.9,18.18181818,18.40909091,98.8,6.5,13.77272727,47.2,0,0.031818182,0,-0.031818182,0.045454545,0.227272727,0,0,0,38.86363636,30.81818182,8,2.636363636,0,0.090909091,0,0,0,0,0,0,31.13636364,0.045454545,0.045454545,40.90909091,33.81818182,40.54545455,0.363636364,0,0,40.90909091,0.045454545,0.045454545,100,0,0,24.59090909,132.6818182,83.36363636,0,0,0,0,0,20.68181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.031818182,0.031818182,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,https://fbref.com/en/players/e358587b/Pepe-Reina,Pepe Reina,8/31/1982,Goalkeeper,700000
Dortmund,Bundesliga,Gregor Kobel,SUI,0.888888889,73.96296296,27,0,0,0,0,0,0,0.037037037,0,0.037037037,0.037037037,0,0.037037037,0,0,0.259259259,0.074074074,0.148148148,0.15,0.148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185185185,1.19,4.407407407,3.259259259,73.9,0.111111111,0.185185185,0.407407407,40.7,0.037037037,0.037037037,0,0,0,1.185185185,0.037037037,0,0.185185185,0.037037037,1.251851852,0.29,2.8,0.1,3.703703704,9.333333333,39.7,31.66666667,4.518518519,20.9,1.07037037,7.111111111,38,1.351851852,10.92592593,0.555555556,5.1,37,1.37,17.1,0,0,0,0,0.148148148,0,0,0,0,0,0.037037037,1.592592593,0.148148148,0,100,32.25925926,38.85185185,83,814.962963,499.8518519,6.62962963,6.62962963,100,16.85185185,17,99.1,8.666666667,15.03703704,57.6,0,0,0.003703704,0,0,0.481481481,0.037037037,0,0,38.85185185,29.62962963,9.148148148,2.037037037,0,0.074074074,0,0,0,0,0,0,32.25925926,0.074074074,0,41.2962963,31.66666667,41.03703704,0.296296296,0,0,41.2962963,0.037037037,0.037037037,100,0,0,24.85185185,110.4074074,52.7037037,0,0,0,0.037037037,0,22.7037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/cd59b9df/Gregor-Kobel,Gregor Kobel,12/6/1997,Goalkeeper,35000000
